TIME,AIRLINE,FLIGHT_NUMBER,TRANSACTION,TERMINAL,GATE,REMARK,data_as_of,data_loaded_at
2025/07/20 08:38:00 AM,DELTA,DL3636,ARR,1,C6,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 11:08:00 AM,United,UA277,DEP,3,F16,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 08:47:00 PM,Southwest,WN2365,ARR,2,D3,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/21 06:37:00 AM,United,UA1969,DEP,2,D14,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/28 07:29:00 AM,American,AA1960,DEP,1,B25,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/25 05:19:00 PM,British Airways,BA287,ARR,I,A9,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/24 04:41:00 PM,United,UA5384,DEP,3,F9,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/20 10:44:00 PM,United,UA2400,ARR,3,E5,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 07:14:00 PM,United,UA1871,ARR,3,E4,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/20 08:19:00 PM,Alaska,AS1140,ARR,1,B21,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/31 08:41:00 AM,United,UA5596,ARR,I,G12,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/26 07:29:00 AM,United,UA1316,DEP,3,E12,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/24 11:51:00 AM,United,UA2041,ARR,3,E4,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/24 07:38:00 AM,United,UA1260,DEP,3,E11,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/26 12:50:00 PM,United,UA1219,DEP,I,A12,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/27 03:52:00 PM,Southwest,WN1945,DEP,2,D7,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/22 07:29:00 PM,United,UA927,ARR,I,G10,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/20 11:48:00 PM,WestJet,WS1520,ARR,1,B5,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 10:20:00 PM,Alaska,AS2042,DEP,1,B14,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/28 03:08:00 PM,United,UA1878,ARR,3,E5,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/24 10:03:00 AM,United,UA2492,DEP,2,D10,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/20 02:26:00 PM,United,UA194,DEP,I,G1,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/20 07:48:00 PM,Southwest,WN1186,ARR,2,D6,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/20 02:46:00 PM,Alaska,AS2061,DEP,1,B12,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/22 10:05:00 AM,American,AA6428,DEP,1,B22,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/26 04:20:00 PM,Air Premia,YP112,DEP,I,A12,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/21 08:17:00 AM,American,AA369,DEP,1,B22,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 05:01:00 PM,United,UA1385,DEP,3,F14,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/26 01:30:00 PM,United,UA5882,ARR,3,F7,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/25 06:17:00 AM,United,UA806,ARR,I,G10,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/29 10:56:00 PM,United,UA1104,ARR,I,A14,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/29 04:30:00 PM,United,UA1958,DEP,I,G5,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/25 10:28:00 PM,United,UA1944,ARR,3,F14,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/21 04:00:00 PM,United,UA5312,ARR,3,E12,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/25 09:54:00 AM,DELTA,DL693,ARR,1,C8,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/31 11:38:00 AM,United,UA1791,ARR,2,D16,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/22 06:04:00 PM,DELTA,DL442,ARR,1,C7,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 07:48:00 PM,United,UA4655,ARR,3,F8,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/29 04:28:00 PM,United,UA368,DEP,2,D16,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/29 05:50:00 PM,United,UA297,DEP,3,F14,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/26 01:01:00 AM,United,UA512,DEP,3,F17,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/31 11:06:00 PM,United,UA746,ARR,3,F22,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/28 12:05:00 PM,United,UA5958,DEP,3,F10,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/24 07:14:00 PM,Breeze,MX601,DEP,1,C4,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/24 09:54:00 PM,United,UA2400,ARR,3,E7,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/28 01:17:00 PM,United,UA5997,DEP,3,F6,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/26 09:15:00 PM,STARLUX Airlines,JX12,ARR,I,B5,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/26 03:36:00 PM,American,AA2860,ARR,1,B23,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/28 03:32:00 PM,United,UA5967,ARR,3,E3,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/24 08:21:00 AM,American,AA1949,ARR,1,B23,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/22 04:21:00 PM,Turkish Airlines,TK79,ARR,I,A2,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/23 08:42:00 AM,United,UA862,ARR,I,G2,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/29 05:38:00 PM,American,AA1253,ARR,1,B23,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/26 11:36:00 AM,United,UA5385,ARR,3,E3,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/27 10:38:00 AM,United,UA838,ARR,I,G10,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/26 08:43:00 AM,United,UA1954,DEP,3,E8,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/22 06:30:00 AM,JetBlue,B6434,DEP,1,B19,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/27 06:59:00 AM,United,UA4781,ARR,3,F5,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/29 10:33:00 AM,United,UA2650,DEP,3,F20,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/26 03:05:00 PM,United,UA990,DEP,I,G6,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/21 09:32:00 AM,United,UA246,ARR,2,D14,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/28 01:46:00 PM,American,AA2325,ARR,1,B24,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/31 05:01:00 PM,United,UA5384,DEP,3,F6,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/26 12:57:00 PM,Qatar,QR737,ARR,I,A10,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 05:22:00 PM,United,UA5419,ARR,3,E12,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 11:40:00 AM,United,UA2356,DEP,3,F12,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/25 07:07:00 PM,United,UA5796,DEP,3,F18,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/29 05:17:00 PM,United,UA2611,DEP,2,D8,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/22 02:26:00 PM,Alaska,AS227,ARR,1,B8,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/26 10:35:00 PM,United,UA1412,ARR,3,F16,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 09:11:00 PM,United,UA552,DEP,3,E13,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/27 07:14:00 AM,United,UA1355,ARR,3,E12,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/28 11:29:00 AM,United,UA5509,DEP,3,F9,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/26 02:34:00 PM,United,UA2313,ARR,I,G12,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/26 01:58:00 AM,EVA Air,BR17,DEP,I,A2,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/27 07:28:00 AM,United,UA1027,DEP,2,D16,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/20 08:59:00 PM,United,UA406,DEP,3,F16,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/31 07:32:00 PM,United,UA1288,ARR,3,E12,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/23 07:12:00 PM,Turkish Airlines,TK80,DEP,I,A8,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/28 12:45:00 AM,United,UA2106,ARR,3,E7,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/31 06:17:00 PM,United,UA5425,DEP,3,F5,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/23 11:42:00 AM,DELTA,DL409,ARR,1,C8,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/25 03:13:00 PM,Air Canada,AC566,ARR,2,D11,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/19 07:04:00 PM,United,UA5572,ARR,3,F6,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/23 08:13:00 AM,United,UA5926,ARR,3,F5,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 10:20:00 AM,Alaska,AS1166,ARR,1,B8,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/21 06:50:00 PM,American,AA3033,ARR,1,B22,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/20 12:44:00 AM,JetBlue,B6134,DEP,1,B6,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/29 01:16:00 PM,Qatar,QR737,ARR,I,A9,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/26 11:46:00 AM,United,UA1374,DEP,3,F22,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/19 01:14:00 AM,United,UA367,ARR,3,E2,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/24 08:08:00 AM,Alaska,AS3251,ARR,1,B12,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/27 11:05:00 AM,United,UA5680,DEP,3,F7,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/29 11:06:00 AM,United,UA5680,DEP,3,E2,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/26 08:53:00 AM,DELTA,DL920,ARR,1,C11,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/27 01:37:00 PM,WestJet,WS1774,ARR,1,C7,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/22 08:35:00 PM,United,UA1118,ARR,I,G14,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/22 10:00:00 AM,Frontier,F91645,ARR,I,B4,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/25 07:25:00 AM,United,UA1027,DEP,2,D9,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/28 03:00:00 PM,Alaska,AS2114,ARR,1,B13,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/19 04:07:00 PM,United,UA5734,DEP,3,E13,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/28 03:32:00 PM,United,UA5625,ARR,3,F7,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/24 12:38:00 AM,United,UA877,DEP,I,G7,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/27 05:40:00 PM,DELTA,DL1088,ARR,1,C9,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/23 09:02:00 AM,Air Canada,AC738,DEP,2,D12,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/24 08:38:00 AM,United,UA1849,DEP,I,G2,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/24 03:02:00 PM,United,UA5974,ARR,3,F10,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/24 07:30:00 AM,United,UA1788,DEP,2,D15,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/28 09:33:00 AM,United,UA1679,DEP,3,E2,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/31 08:16:00 AM,American,AA369,DEP,1,B24,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/19 05:01:00 PM,United,UA1434,DEP,3,E11,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/24 10:59:00 AM,United,UA1777,ARR,I,G8,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/24 07:59:00 PM,American,AA2810,ARR,1,B16,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/24 09:19:00 AM,JetBlue,B61333,ARR,1,B10,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/21 01:05:00 PM,ANA,NH7,DEP,I,G13,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 07:24:00 AM,United,UA5460,ARR,3,F9,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/22 11:34:00 AM,Southwest,WN4243,ARR,2,D6,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/31 06:25:00 PM,Frontier,F91504,DEP,I,A15,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 10:26:00 AM,American,AA16,DEP,1,B25,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/22 04:55:00 PM,DELTA,DL756,ARR,1,C5,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/29 10:50:00 PM,Southwest,WN2770,ARR,2,D6,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/25 09:00:00 AM,United,UA784,DEP,3,F19,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/20 11:18:00 PM,United,UA1722,DEP,I,G7,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/29 11:40:00 AM,United,UA984,ARR,I,G4,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/23 10:07:00 AM,United,UA1483,DEP,3,E11,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/21 11:59:00 AM,United,UA2855,ARR,3,E4,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/29 10:08:00 AM,Alaska,AS3457,DEP,1,B9,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/28 02:05:00 PM,Cathay Pacific,CX879,DEP,I,A2,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/25 02:46:00 PM,United,UA1527,DEP,2,D15,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/20 04:26:00 PM,Turkish Airlines,TK79,ARR,I,A8,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/22 10:38:00 PM,Air New Zealand,NZ7,DEP,I,G9,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/26 05:23:00 PM,United,UA2862,ARR,3,E7,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/23 10:42:00 PM,Alaska,AS3455,DEP,1,C1,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 03:25:00 PM,United,UA5625,ARR,3,F5,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/27 06:04:00 AM,United,UA5313,ARR,3,F7,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/25 05:00:00 PM,Air Canada,AC571,DEP,2,D11,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/22 07:21:00 AM,United,UA2018,DEP,3,F16,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/24 09:06:00 PM,United,UA2210,DEP,2,D9,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/27 11:05:00 PM,United,UA1707,ARR,3,F20,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/19 08:56:00 PM,DELTA,DL2809,ARR,1,C5,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/28 01:59:00 PM,United,UA1515,ARR,I,G11,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/24 03:39:00 PM,SWISS,LX38,ARR,I,G10,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/22 09:47:00 PM,Alaska,AS1429,ARR,I,B15,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/25 07:33:00 AM,United,UA5617,ARR,3,F8,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/26 08:49:00 AM,Alaska,AS3450,DEP,1,C1,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/22 07:23:00 AM,United,UA5937,DEP,3,F5,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/29 08:50:00 AM,United,UA1928,ARR,2,D9,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 08:30:00 PM,DELTA,DL2166,DEP,1,C6,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/20 11:06:00 AM,United,UA277,DEP,3,E11,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/20 10:58:00 AM,United,UA5488,ARR,3,E2,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/25 08:34:00 AM,Singapore Airlines,SQ30,ARR,I,G9,Landed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/24 07:52:00 AM,United,UA5338,ARR,3,F10,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 10:06:00 AM,JetBlue,B6115,ARR,1,B6,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/24 02:20:00 PM,United,UA857,DEP,I,G8,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 06:53:00 AM,United,UA526,DEP,3,E10,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 02:50:00 PM,Southwest,WN2787,DEP,2,D7,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/28 06:27:00 PM,DELTA,DL517,ARR,1,C3,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/27 08:13:00 AM,United,UA870,ARR,I,G4,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/24 11:17:00 AM,Air Canada,AC761,ARR,2,D1,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/24 09:53:00 PM,United,UA538,DEP,3,E11,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/25 10:30:00 AM,United,UA714,ARR,2,D9,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 10:59:00 PM,United,UA1945,ARR,3,E9,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/28 07:39:00 AM,United,UA500,ARR,3,F14,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/19 09:18:00 AM,American,AA76,ARR,1,B26,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/28 06:46:00 AM,United,UA352,ARR,3,E2,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/31 01:41:00 PM,Fiji Airways,FJ870,ARR,I,A13,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/25 09:05:00 AM,United,UA685,DEP,2,D9,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/20 10:41:00 PM,Alaska,AS435,ARR,1,B2,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/19 02:56:00 PM,Alaska,AS2114,ARR,1,B7,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/22 05:23:00 PM,United,UA737,DEP,3,F21,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/22 09:52:00 PM,United,UA1665,ARR,3,F17,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/21 06:07:00 AM,United,UA5313,ARR,3,F7,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/24 01:39:00 PM,United,UA1470,ARR,2,D16,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/24 08:31:00 PM,United,UA1104,ARR,I,G14,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/27 05:13:00 AM,United,UA1687,DEP,3,F20,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/28 06:43:00 PM,Lufthansa,LH458,ARR,I,G8,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/23 10:41:00 PM,JetBlue,B6816,DEP,1,B15,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/31 12:08:00 PM,Singapore Airlines,SQ31,DEP,I,G9,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/26 05:18:00 PM,United,UA1340,ARR,2,D16,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/26 12:17:00 PM,United,UA2358,ARR,3,F22,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/27 03:04:00 PM,Alaska,AS2114,ARR,1,C1,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/22 08:02:00 PM,SWISS,LX39,DEP,I,G9,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/25 07:31:00 AM,United,UA5464,ARR,3,F6,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/28 02:10:00 PM,United,UA195,ARR,I,G3,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 04:54:00 PM,Alaska,AS2146,DEP,1,B9,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/27 01:38:00 PM,United,UA1259,DEP,3,E11,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/31 09:17:00 AM,American,AA6411,DEP,1,B22,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/19 05:44:00 PM,United,UA5468,ARR,3,F18,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/24 01:25:00 PM,Air Canada,AC8558,DEP,2,D12,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/30 04:11:00 PM,Asiana,OZ212,ARR,I,G9,Landed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/27 11:10:00 PM,Vietnam Airlines,VN99,DEP,I,A8,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/31 01:51:00 PM,United,UA2358,ARR,3,F22,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/22 08:14:00 PM,United,UA878,ARR,I,G2,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/24 02:55:00 PM,United,UA1746,DEP,3,E7,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/27 06:10:00 PM,Alaska,AS3473,ARR,1,C1,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/26 03:34:00 PM,Air Canada,AC566,ARR,2,D12,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/19 09:04:00 AM,United,UA565,ARR,3,E12,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/31 07:06:00 AM,United,UA1883,DEP,3,E13,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/31 06:11:00 PM,Cathay Pacific,CX892,ARR,I,A8,Arrived,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
2025/07/27 11:28:00 AM,United,UA1585,DEP,3,E6,Departed,2025/08/01 11:36:56 AM,2025/08/02 10:02:20 AM
